text,label
"DNJ Web Creations Offers design, eCommerce, and hosting. Endwell, New York, United States. ",9
Flexicell Integrates robotics for use in packaging and palletizing automation applications. ,14
"Filesystem Hierarchy Standard Detailed specifications, other documents, resources, and links related to the 'Filesystem Hierarchy Standard' for Unix systems. ",5
"Xquery Lite A query language for XML, based on XQuery 1.0. Includes an implementation for PHP. ",5
"Gibbs and Associates Develops and sells CAM and NC programming software for the metalworking industry, including modules for 2 and 3-axis milling, solids modeling, and multi-surface machining. ",1
Freisoft Specializes in custom small business applications and office suite automation. ,2
"Elliott, Clark DePaul University. Affective reasoning, synthetic characters, animated tutoring agents, emotion representation. ",0
"Acorn: legacy FTP Site Acorn's old FTP site, relaunched and updated by RISCOS Ltd. ",17
Apple Developer Connection: Open Source Features information on and downloads of the open source parts of Apple's OS X. ,12
"Council of European Professional Informatics Societies Promotes to European bodies the views of informatics professionals, encourages professional competence. Organization and professional standards information, position papers and online journal. ",3
"Typo3 A system designed to manage form and content of websites. (JavaScript, PHP, Perl) ",12
"CEDRA - Center of Excellence in Design, Robotics and Automation Robotics Research department of The Sharif University of Technology, Iran. ",14
"Eclipse You will find downloads of releases, images from demoparties and some DOS utilities. ",11
SCSI and the Art of I/O Specmanship Written by Michael Lampi of MDL Corporation. ,8
"HardNES External player for the format, with pictures and information by the creator. ",11
Clavister security Products Offers both software and appliance format firewall and VPN solutions as well as support and training.. ,15
"Naples MacFriends Tutorials, software reviews, links, and membership information. ",17
"MossWarner Communications, Inc. An agency offering interactive multi-media presentations, electronic brochures and catalogs, intra-, extra-, and internet sites, sales program support, trade show support and training materials. ",11
Joe Burns: XHTML Short page introducing the relationships between XHTML and HTML. ,5
"CodeCrawler Language independent (Ada, C++, COBOL, Java, Smalltalk) reverse engineering tool, combines metrics, software visualization; based on Moose implementation of FAMIX metamodel, coded in VisualWorks Smalltalk. [free non-commercial use] ",13
"Electronic Training Solutions Accelio certified FormFlow Training. Public and on-site FormFlow classes are available. Located in Virginia, United States. ",6
True Random Number Service Random number generator with a CORBA IDL interface. Numbers are generated with atmospheric noise. ,13
"USC Information Sciences Institute Technical reports, software, research groups. ",3
TECSoft Developers Consortium Consortium of AppleScript developers. List of skills and contact information. ,4
Tales from the Microsoft Surface team Official company weblog about Microsoft Surface. ,2
"My-Communicator.com Source of information concerning Nokia Communicators 9210, 9290, 9110 and 9000: news, reviews, downloads, tips&amp;tricks, faq, and discussion groups. Needs IE 5+ or NN 6+. ",10
"Specific Software Solutions, LLC Provides analytical products for worker's compensation modification factor, net present value of loss financing, and property and casualty loss forecasting. ",16
"AngelEyes Forever Unique Large collection of free web page sets, graphics, bars, buttons, and tags. ",7
Sciphone Provides free iPhone wallpapers. ,10
"infoSync World News, views and reviews from the world of Mobile phones, Smartphones, Handhelds and WAN Handhelds. ",10
"Sunrom Technologies Online store selling electronics Components and microcontrollers. Based in Gujarat, India. ",14
"Meta Tags Generator - Town Mall Generates title, description, abstract, keywords, company name, author, owner, copyright, robots, distribution, revisit, rating tags and their detailed descriptions. ",5
"How to Add a Favicon to your Site Draft article from the W3C, giving details of how to associate an icon with a web page. ",7
Team Circuit Breaker Photos and information about the robots and description of the team history. ,14
"O'Reilly XML Center Features XML books, resources, news and articles. ",5
"XML-Signature Syntax and Processing Provide integrity, message authentication, and/or signer authentication services for data of any type, whether located within the XML that includes the signature or elsewhere (W3C Proposed Recommendation 20 August 2001). ",5
OOL - Optimum Online Optimize your cable modem step by step for optimal performance. ,5
AutoCAD Developers Group Europe A non-profit association of software developers who are working on applications around AutoCAD. ,1
"Multics Emacs: The History, Design and Implementation Learn about the first emacs implementation to use lisp. Bernard Greenberg's vast, unpublished 1979 ""Mother of All Multics Emacs papers"" (a meta-paper from which all others were ultimately excerpted) contains lots of implementation detail. ",12
Zetaline Projects Limited Presents the PipeData-Pro software family for piping designers and engineers [requires JavaScript and Flash]. ,1
Unsafe Color Match Create color themes beyond the safe color palette. ,7
Novotec Ltd Specializing in procurement and resale of IT Networking hardware. Includes products offered and contact information. ,5
"Quod Libet Audio player based on GTK+ written in Python, lets users make playlists with regular expressions and provides advanced tag editing features. ",11
Mozilla Public License Version 1.0 Follows the Debian Free Software guidelines. ,12
AutoCad Training Videos by Keystone Several two-hour videos teaching basic and advanced AutoCAD and 3D topics. ,1
"Directed Perception, Inc. Provides a line of miniature, computer-controlled pan/tilt tracking mounts for us in robotics, web cams, computer vision, teleconferencing, security, industrial automation, video camera control, film photography, laser, antenna and motorized positioning. ",14
"Aspect Systems Providers of IMS Aspect which gives users of ABB Process Portal A, seamless access to historical logs and user objects residing in Unix. ",16
"Loyola Enterprises Incorporated Systems integrator specializing in Internet and intranet design, integration, and consultation on Microsoft, Novell and Linux OS's. ",4
"Feature-Based Face Recognition Using Mixture-Distance Paper abstract, various formats of full paper, and links to more resources. ",15
"QtWeb Designed to be portable, has private browsing features which prevent sensitive data from being written on the local disk. Website includes documentation, support forums and screenshots. (C++) [Windows] ",12
ReactOS 0.2.0 GUI overview. ,16
Cetus Links: Distributed Objects and Components Over a thousand links organized by the volunteer members of the Cetus organization. ,3
"Notorious Networks, Inc. Hardware and software sales and service, network installation, support, and troubleshooting. Located in Toronto. ",4
"1581-Copy CBM 1581 floppy disk copy utility for DOS. Imports and exports 1581 disks to a PC based 3.5"" floppy drive and disk controller. ",17
"Enterprise Password Safe Designed for multi-user, multi-system environments by providing a central, audited password safe accessible via a web browser. ",15
"BCC Distribution Supplies bar code and data collection systems integrators to include scanners, radio frequency and or batch terminals, thermal transfer, direct transfer printers, bar code labels, ribbons and software. Farmington Hills, Michigan, United States. ",8
"Winhelp.net Includes design tips, tool tricks, and book reviews, for designing and writing WinHelp. ",5
Certification Forums Provides free forums and certification discussions on exams and study guides. ,6
"Performance Technologies, Inc. Signaling System 7 (SS7) products to extend telecommunications networks ",5
"Maildrop A mail filter/local delivery agent with a perl-ish filtering language and maildir support. (C++) [GNU/Linux, Unix] ",12
"Newport Robotics Group (Team 948) Web site of the Newport Robotics Group in Bellevue, Washington. Contains team news, photo galleries, forums, and team information. ",14
Counter.co.kz Free web counter service with more than 800 styles. No registration required. ,9
"Frotime Offering Pro/ENGINEER tutorials for solid modeling, surfacing, assembly, sheet metal, and behavioral modelling. ",1
"Varicom Communications Ltd. Includes information on Varicom Communications Ltd. and its t-Mailer product, offering advanced Voice Mail and Unified Messaging services to telephony operators. ",5
"Niscent s.r.l. A complete consulting service for networking, also provides web-oriented services, downloads, support, and contact information. Product PatchAgent is a fully integrated and customizable tool for the patch management of your entire network. ",4
Cisco Hands-on Training Video Podcast Cisco router and switch configuration video tutorials. Videos cover beginning and intermediate router configuration. ,6
NCL Technologies Produces a free software tool for automating the testing of WML interfaces such as WAP sites and services. ,10
TunesTracker Search the iTunes Music Store daily for your favorite artists and send you an e-mail when there are new songs by those artists. ,11
"Communications Systems, Inc. Manufactures and sells modular connecting and wiring devices for voice and data communications. Hector, Minnesota. (Nasdaq: CSII). ",5
"BackupBuddy Performs complete, incremental, and scheduled backups of all software, including built-in applications. ",17
Eldev LLC Offers application development including WAP site development. ,10
"The OrbZone Community for CORBA including news, articles, forums, downloads, wiki, and resources. ",13
KnowledgeDog.com Online video tutorials that show you step-by-step how to do many different tasks on a computer. ,6
"Funaba.org: Ruby Applications: cal, dvipc, gtkcal, luna, nqt, rar, prof, stared, tkcal, tr-list, wc, Just another Ruby hacker; Libraries: calendar, date2, delay/force, once, smf. By Tadayoshi Funaba. ",13
University of Pittsburgh - Intelligent Systems Program Interdisciplinary education and research in artificial intelligence and cognitive science. ,0
"Market Net Specializing in web site design, web-based application development, database integration, e-commerce, hosting, and marketing. Located in Dallas, Texas, United States. ",9
"Manlen Designs Matched web graphics for building personal webpages, not for commercial use. ",7
Hewlett-Packard Offers company news and information. ,2
AClib Offers a Delphi code library for protecting programs against debugging. ,15
Turing Machines and Universes Essay exploring Turing Machine theory from quantum mechanical and universal perspectives. ,0
"John Anthony Group One-on-one computer training in your home or office, web design and consulting. Located in Massachusetts, United States. ",6
"Psiloc Mobile Solutions Provider for Symbian OS based smartphones. Contains product information, list of resellers, and company details. ",10
"Intelligent Business Automation Computer consulting for business specializing in networks, e-business, web sites and CD-ROM production. ",4
"BTI Global Inc. On-site, on-call repair, maintenance, and support, database and web design. Information on rates, and product sales. ",4
Mailfrom Enables mailto links to be directed to webmail applications for email composition. ,16
"IEEE Computational Intelligence Society Brings together the community of scientists and engineers in the field of neural networks and connectionist systems. Includes mission statement, activities, publications and contact information. ",0
John McGuinn's C Programming Tutorial A basic tutorial in using the C programming language. ,13
"Evolutionary Computation ""Evolutionary Computation provides an international forum for facilitating and enhancing the exchange of information among researchers involved in both the theoretical and practical aspects of computational systems of an evolutionary nature. The journal publishes both theoretical and practical developments of computational systems drawing their inspiration from nature, with particular emphasis on evolutionary models of computation such as genetic algorithms (GAs), evolutionary strategies (ESs), classifier systems (CSs), evolutionary programming (EP), and other evolutionary computation techniques."" ",0
"Scrum (Development) Growing article, with links to many related topics. [Wikipedia] ",13
Open Source IT Offers a directory dedicated to enterprise grade open source solutions. ,12
CyberOptimizer A program that optimizes Internet connection parameters and blocks unwanted sites. Updateable lists of sites are included. Choose to block adult or advertising sites. ,9
John Lennon Artificial Intelligence Project Chat online with cyber-Beatle John Lennon. Java powered. ,0
"ADC Telecommunications Offering products, services and integrated solutions to create local loop infrastructures necessary for high speed data, video and telephony services to residential and business customers. ",5
"Crashproof C++ How to eliminate C++ memory leaks, errant pointers, stack problems and crashes. ",13
"Locust Specifically designed for knowledge area or corporate search, written in C++. ",12
"Online Vintage Computer Magazine Has many how-to articles, and much other TRS-80 related information. ",8
"Northeast Technical Institute Certificate programs include Web Design, PC Network Technician, PC Repair Technician. Located in Maine, United States. ",6
"Jump Network Telecommunications Ltd. Complete Canadian resource for planning and installing of Data, voice, security and video communications networks ",5
SMS Mail Free instant short text message service. Supports more than 265 mobile networks worldwide. ,10
"D Front End for GCC For GCC 3.3.x, 3.4.x versions supporting FreeBSD, Linux, Mac OS X, Cygwin. Description, build instructions, downloads, links, contact. [Open source] ",13
Harold's Fonts Collection of artistic fonts by Harold. Provides registration to receive notification of updates. ,7
Loebner Prize Home Page Annual Turing Test contest. ,0
"IBM DeveloperWorks: Open Source IBM's open source site includes articles, tutorials and a list of open source projects. ",12
Dutch Pro/ENGINEER Users Group The Pro/ENGINEER Users Group for the Dutch Speaking Users in the Benelux. ,1
"Action Electronics Co. Ltd. OEM manufacturer for LCD TVs, monitors, DVDs, and video players. Based in Taiwan. ",8
"Turing Machines and Computability A discussion of decision problems, Turing machines, noncomputable problems, Goedel numbering and the halting problem. ",3
"Design Engine Education Design Engine offers Basic, Intermediate, Advanced, Detail Drafting, Pro/SURFACE and advanced Pro/SURFACE training courses to individuals, companies and institutions. ",1
"Boston Interactive Group Provide CD authoring, kiosk development, interactive demos, web design and programming, e-commerce, and shockwave development. Located in Chestnut Hill, Massachusetts, United States. ",11
The Bluetooth Weblog The tooth is out there. ,5
"CAD fx, Inc. AutoCAD applications with a focus on mechanical solutions for the machine tool industry. ",1
"21st Century Consulting Company Developers of web-enabled software. Web design, database and object-oriented programming. ",9
"ICCTA 2007 17th International Conference on Computer Theory and Applications. Alexandria, Egypt; 1Ã¢ÂÂ3 September 2007. ",3
"Gary's HyperCard Page Contains several downloadable HyperCard stacks created by the author, including a few designed for children. ",17
"PG Music Animated guitar fretboard display, guitar tablature display and printout, built-in tuner, automatic chord soloing. ",11
"Southern Maine Apple Users Group Includes news, a store, events, and a member section. ",17
"Littoralis Hosted document management and archive systems. Add, edit and delete content from a desktop. ",9
"Case, John University of Delaware. ",3
Bret A Bennett South Florida specialists for Great Plains software. ,16
Oracle software downloads (OTN) Downloads including documentation for Developers and DBAs ,2
Xora Inc. Provides enterprise mobility solutions and products including Mobile Office and Mobility Connectors. ,10
"UCSTRI - Unified Computer Science TR Index Indexes 14,000 technical reports from institutions archives - accepts archive submissions. ",3
"Enterprise Systems Consulting, Inc. Business application suites and implementation for corporate clients, as well as full service IT. Located in Chicagoland area. ",4
"Dataset generator Datgen, formerly SCDS, is a computer program that generates data to systematically test programs that consume data. These synthetic datasets can be used to validate learning algorithms. ",0
"Agere Systems Design, manufacture and market a range of wireless connectivity products. Includes access points and servers, gateways and outdoor routers. ",5
CERIAS Hotlist Directory of information security related tools and resources. ,15
"Paka's Palace Collection of doll makers, dolls for adoption and related links. Includes the author's profile, computer safety tips and a page on gem mining in Franklin, NC. ",7
Java Web Start to the Rescue JavaWorld article to help developers get started with Java Web Start. ,13
"Hummingbird and Wildlife Cards Offers photographic bird ecards, including designs for occasions. ",9
"#AmigaWorld Information on Undernet channel related to Amiga Operating System. Includes Guestbook, contact information, online chat and WebRing. ",9
"Speedy Tech Computer and laptop repairs, networking solutions, computer rentals, and data recovery. Based in Los Angeles. ",4
Underwater Photography - Aquatic Images by Robert Darmanin Underwater photo galleries and information. ,7
Q40: The New Sinclair QL Successor Details of a new Sinclair QL-derived machine with a greatly improved specification. ,17
"GNU Operating System Official site of the project to develop a complete Unix-like operating system comprising free software. Includes project history and philosophy, licenses, downloads, and details of how to get involved. ",12
"PiC Electronics Projects Electronics Projects using PIC microcontrollers including EEPROMs, USB, LCD, wireless modules, i2c, compass, and tilt sensor. Projects may be used for educational purposes but not commercially. ",14
"Xcache Rainbow Project A web-based XML query engine and tools, which use a cache of results from previous queries. ",5
"Wresinux Technology Limited Linux based customizing solutions and applications development, system integration, and technical support. Hong Kong. ",4
Technical Clip Art Company is selling of a clip art library of standard parts for technical illustrations and technical desktop publishing. ,7
"Doctor Disk Perform data recovery for all storage media including HDD, RAIDS, Tapes, CDs, DVDs and legacy storage devices. ",8
"OpenAFS An open-source AFS implementation. Includes documentation, development resources and downloads for Windows, OS X and other systems. ",5
"Fonteam International View current catalog of Macintosh and PC Truetype fonts and variations for sale as downloads. Information on character sets and formats, downloads, ordering, and contact information. ",7
"Dimension CAD CAD and 3D blocks in various categories , paid site ",1
"Mindcandy Twelve type foundries providing over 450 original, meticulously designed typefaces for both display and body copy. ",7
"Cabot Solutions An independent consulting firm offering development services in building rich internet applications using AJAX, Flex, PHP, Java and .NET. ",9
Kerberos FAQ Answers to frequently asked questions. ,15
"SIGSAC: Security, Audit and Control Sponsors conferences and workshops on information security. ",3
"Protectix Inc. Firewalls, virtual private networking and remote security management using ProWall, a firewall appliance featuring a secure, embedded Linux operating system. ",15
ProDraw Cartoon Clips Library Cartoonish flair clipart in .gif format to add spice to web pages and documentation. With a 5-Star Rating from ZDNet. ,7
"LuxSMS Paid SMS and mobile services with 2-way connection to Luxembourg, Belgian, French, German, Swiss and United Kingdom networks. ",10
"Angele, JÃÂ¼rgen Ontoprise. Knowledge engineering, domain and task modeling, ontologies, KARL, MIKE, web portals. ",0
XRefresh Offers a tool that refresh the browser every time a project file is updated. ,16
"RoboFesta-UK News and information site with a focus on educational robotics in the UK. Event announcements for UK robotics related events, as well as FAQs, educational resources download area, links directory and user forums. ",14
"Middle Tennessee State University (MTSU) - Computer Science Department Offers B.S. and M.S. degrees in computer science. One of only two accredited computer science departments in Tennessee. MTSU is also the home of STORM, a nexus of Software Testing Online Resources. - Murfreesboro, TN. ",3
"ICSI International Computer Science Institute at the University of California, Berkeley. Research groups and technical reports. ",3
Ortov Original Clip Art Excellent original clipart on CD-ROM. They do offer some free images for download. ,7
"SVG Eclipse Plugin Batik based plug-in for Eclipse adding editors, views and wizards for SVG manipulation. [Open Source, Apache License] ",5
"IntelliLogin Software memorizes your user name and password the first time you log into a site, and then automatically supplies them when you return. Passwords are stored with AES encryption. ",15
Speed Test Online Test downstream and upstream connections. ,5
"OpenDeveloper.org A resource for building Open Source Web sites, covering Linux, BSD, Apache, MySQL, PHP, and Perl. OpenDeveloper.org is an independent Web site about open source development of Web sites -- by the community, for the community. ",12
"Omni Tech Support Remotely resolves computer, laptop, and virus problems and offers troubleshooting for slow computers. ",4
"Ozwebster Clipart, backgrounds, 2D and 3D animations, animated fonts, and other web art. Also web design. ",7
"Building Web Apps Information portal for developers. Provides news, tutorials on the framework and its related subjects. ",13
"Hitech Robotic Systemz Inc. Provides solutions for robotics, embedded systems, computer vision, machine learning, sensor networks, autonomous vehicles, reconnaissance, surveillance and security. Based in Haryana, India. ",14
"Stealthpuppy Experiences with and tips on Microsoft server administration, including Softgrid (virtualization). ",2
"Beyond20 - ITIL Training, ITIL/ITSM Consulting, PMP Training Provides ITIL training courses, certification exams, and process consulting. ",6
"2hgs User-submitted videos in categories including music videos, films, animation, travel, and sports. Includes featured and most-watched videos, as well as ticker indicating material currently being viewed. ",9
"Short Circuit Computer Consulting On-site PC and MacIntosh service and support. Upgrades, installation, repair, troubleshooting, data backup and restoration. Web design and desktop publishing. Located in Fridley. ",4
"Roweis, Sam University of Toronto. Researcher in pattern recognition, neural networks, artificial intelligence. ",0
Gomvents Corp. Search engine marketing firm that provides SEO web design for top placement. ,9
Shale Software Resource planning and airline software ,16
"AutoCAD Exposed Information about undocumented features of AutoCAD, such as commands, system variables, and functions of the ADS, ARX, and AutoLISP programming interfaces. ",1
Sunset Learning Institute Offers online training on Cisco certification exams. ,6
CoDriver In-car navigation for the Psion 5. ,10
"The Genius Chess engine including artificial intelligence, user interface and several features. ",12
GeoCom Helpdesk Compact Lotus Domino based helpdesk software with customizable scheduler for user and customer support. ,16
"Projecto Software Livre (Portuguese) This is the Linux Conference held in Porto Alegre, Brazil in June of every year. (Livre/Libre means 'liberty' in Portuguese/Spanish). ",16
"DV Networks Ltd Provider of IP based security and surveillance software solutions. Company profile, software information and downloads. ",15
"Advanced Technical Solutions System integration, consulting, and support services for network environments of all shapes and sizes. Hurricane, WV. ",4
Zultrax A peer-to-peer file sharing client running on both the Gnutella network and its own encrypted network. ,16
"Remax Electronics Provides data storage solutions such as 1/2 inch, 9 track, 3480/3490, 4mm, 8mm, DLT, or optical. ",8
"Quantum Rift Software Developer of custom software for Windows Based PCs for home and business. Includes software offerings, forum, and online store. ",4
"Arkansas State University Department of Computer Science and Mathematics - Jonesboro, Arkansas ",3
"Ann Arbor Java Users Groups Michigan. Mailing list signup, meeting information, downloads, and related links. ",13
"Rockland's Macintosh User Group ROCKMUG, based in Rockland County, New York, offers meeting information, listings of local conventions, links to member websites, a newsletter, questions and answers, and special interest groups. ",17
"Monumental Computer Applications, Inc. Monu-Cad Windows CAD system for the design and manufacture of cemetery memorials using the stencil sandblast process. ",1
Exim - Mail Transfer Agent Message transfer agent (MTA) developed at the University of Cambridge for use on Unix systems connected to the Internet. ,12
"CADtalent A free, searchable employment resource for the CAD community. ",1
Home Plan Pro Software that makes it easy and fun to draw a bird house or your dream home. ,1
Iomart Group plc NetIntelligence network and user activity monitoring software. ,15
"Infinity Systems Plus, Inc. Computer systems and parts. ",8
"Gherkin Free security scan manager incorporating Nessus vulnerability scanning, dns and nmb lookup, host resolving, and nmap fingerprinting and scanning. ",15
"REbotics Supplier of new and used robots. Offers robots from major manufacturers including: ABB, Fanuc, KUKA, Motoman, and Nachi. Located in Rochester Hills, Michigan, United States. ",14
"MITS Altair 8800 Considered by many to be the first microcomputer, the MITS altair 8800 was based on a 2 MHz Intel 8080 with 256 bytes standard RAM and interfaced with the user through the octal front panel switches. This unit has an 8"" floppy disk drive. ",8
"Parallax, Inc. Suppliers of the BASIC stamp microcontroller and related components. ",14
"CopyPro, Inc. Manufacturers of CD duplicators, autoloaders, CD printers, disk copiers and CD towers. ",8
"Perficient, Inc. An IT consulting firm focused on building business productivity solutions. Includes overview of products and services, affiliations, client lists, case studies, and consultant employment opportunities. ",4
"ZOC A telnet client, secure shell client and terminal emulator that allows a PC to connect to hosts and mainframes via telnet, secure shell (SSH/SSH2) modem, serial cable or ISDN. ",16
"PSGML A GNU Emacs Major Mode for editing SGML and XML coded documents. Includes project news, manual, and downloads. ",5
Touch Commander Allows the user to browse and scroll a Windows Mobile Pocket PC like iPhone or HTC TouchFLO. ,17
"Fembots Team 692 A website for the all-girls robotics team from Sacramento, CA - The Fembots! ",14
"San Francisco State University : Autodesk Authorized Training Center Authorized Autodesk Training Center at San Francisco State University. Offers classes in AutoCAD, Autodesk VIZ, AutoCAD 3D, and customized training. ",1
Little Red Plane (Animated Short) Little Red Plane is a short animation done by a group of students from Art Center College Of Design. ,7
Deadly Sins For a compiler writer from P. J. Brown's Writing Interactive Compilers and Interpreters. ,13
"Visual MP3 This multifaceted mp3 player let you rip cds and organize them automatically, and edit tags. ",11
Proto-Mind Machines Artificial Neural Network-based natural language conversational agent and intelligent dialogue generator ,0
"Virginia Macintosh Users Group Located in Arlington, VA. News, online store, and meeting information ",17
"Lucent - Lucent Government Solutions Lists contact information, government contracts and advice requests. ",2
"One Mile Up Federal clip art register and gain access to one free image every week, be able to download file listings and other promotions. Image Search feature to browse through thumbnails. Registration required for download. ",7
Computer Doctor Computer consulting. Based in St. Windsor. ,4
"Nomas Training Provides customised PC software training caried out on all major products e.g. Microsoft, Lotus, and SAP. Located in the United Kingdom. ",6
Pisg Open source IRC statistics generator written in Perl which creates statistics from different log file formats. Includes documentation and examples. ,16
"PEC Solutions, Inc. Provides professional technology services which enable government entities to harness the power of the internet and other advanced technologies to enhance productivity and improve services to the public. ",4
"TTF Group TTF develops CAD drivers for multi-format data import to CAD/CAM/CAE applications, stand-alone CAD format translators, and utilities for rendering multiple CAD files to a single image. ",1
System Resale Solutions IV Ltd. Used networking and ISP hardware. ,8
"Mueller, Steven Provides scripts for download. ",13
SIGUCCS: University and College Computing Services Seeks professional development of those delivering the support and management of information technology to higher education. ,3
"Active Robots, Ltd. Sells robot kits, controllers, and accessories suitable for educational resource requirements and amateur robotics enthusiasts. Located in Somerset, United Kingdom. ",14
"Black Lightning Offers new and remanufactured toners in black print, blue print and 17 colors of iron-on heat transfer toner for virtually all models of black and white laser printers. ",8
"SIG on Python for the Apple Macintosh A Special Interest Group hosted on the Python language site, offering a mailing list for MacPython users to contact each other for help. ",17
Pass-Guaranteed Offers study guides for most major certifications. ,6
HPsales.co.uk Suppliers of Hewlett-Packard hardware. Based in the UK ,8
"CertificationWorks Resources for Microsoft certification tracks include books, exam notes, training centers and courses, bootcamps, and study websites. ",6
Adobe Accessibility Resource Center Provides information about making output from Adobe software more accessible. ,2
"Image, Speech and Intelligent Systems Research Group University of Southampton. Overview and links to resources. ",0
"Wikipedia: Favicon Encyclopedia article about the icons, with sections on usage and standardization. ",7
"A Few ISPF Tools and Toys Mostly ISPF utilities and samples, including the TASID system monitor, written by IBM's Doug Nadel. ",16
"Cymap Building Services Software Design software for HVAC, lighting and electrical design. Covers CIBSE/DIN/ASHRAE design standards, available in English, German, Hungarian ",1
"Spartan Labs Providing embedded software, real-time operating systems, telecommunications protocols, and distributed object development. ",2
"Powered SMS Allowing bulk sms via web to mobile, https covering worldwide network. ",10
"PHP Guru Several scripts and classes; includes web mail, a form processor, HTML mime mail, SMTP, and POP3. ",13
"The Carson Group Creates commercials, documentaries, short films, videos, multimedia, and web sites for effective brand communication. Located in Hudson, Ohio, United States. ",11
Trifecta Technologies Offers Internet-based business applications development using IBM WebSphere. ,2
Tekserve Corporation New York City Apple Computer reseller and Apple Authorized Service Provider. ,4
"Mp3 Tag Assistant Batch editing, UNICODE support, generate playlists (M3U, PLS) and file lists (CSV, TXT, and XML). ",11
Savanne's Studio Free psp tubes and signatures in several categories. Find or request a custom signature or a sigtag to add to emails or posts. ,16
"End2End - Mobile data services Provides solution for M2M, telemetry, telematics, interactive SMS, number portability and mobile internet. ",10
dphibernate Flex/Hibernate adapter library project. Includes mailing list and project feed. ,11
"SoundSpectrum Music visualization software in the form of media player plug-ins and standalone products. G-Force, WhiteCap, Darkroom. Free trial versions. ",11
MoneyBee Generates stock forecasts by application of artificial intelligence with the aid of artificial neural networks. ,3
"Promedia Features kiosks, software, and web development for business, government and hospitals. Provide Internet enabled cyber-kiosks with interactive touch screens. ",8
"Mr Robot Online store offering robots, robot kits, microcontrollers, sensors, and other robot components. ",14
"Mars Guitar Tuner/Metronome Tunes acoustic and electric guitars, bass, other stringed instruments; has preset tunings, mic and line input. ",11
Memory Alpha A peer edited Star Trek encyclopedia. ,12
"Voice Mobility Develops unified communication software -- bringing together voice mail, email, and fax into a single unified mailbox accessible via one unified phone number. ",5
"Chami Tips Tips, tricks and mini tutorials on HTML, JavaScript and other related topics. ",5
Secure Remote Passwords Software integrates into existing networked applications. Secure telnet and FTP available. Open source. User and technical documentation as well as source code. ,15
"Projector Point UK This UK company supplies In Focus, Toshiba, Proxima, Liesegang, and NEC LCD data video projectors for hire or purchase. ",8
"Quest Graphics Design Sets are categorized as jeweled, natural, interfaces, elegant, fantasy, and floral. Also available are free Hotbar skins and a selection of buttons. Sets are available for exclusive use for a fee, and custom design services may be hired. ",7
"ARoBS Transilvania Software A provider of outsourcing services in software development, focusing on Internet, intranet and client-server applications. Example software, project management details, and company profile. ",2
"Alpine Robotics (Team 159) Based at Poudre High School in Fort Collins, Colorado. Photos, discussion forum, and resource links. ",14
"Americas Forum Nokia Links to Bluetooth documentation, development kits, and discussion board. ",5
"Team Septic Links, photos, and reviews. ",14
KProf A visual tool for developers that displays the execution profiling output generated by code profilers. ,16
The Enterprise Linux Company Mumbai based consultants in open source and enterprise-class solutions. ,4
DigiSAFE A family of products that includes VPN solutions and hardware encryptors. Based in Singapore. ,15
"Obu Web Technologies Inc. Web design, hosting, and Internet marketing services for small and corporate business. Chandler, Arizona. ",9
"TMS Computer and Printer Repair A Hewlett Packard Warranty Center. San Antonio, TX. ",2
"Tri-Tech Solutions, Inc. Offers Cadkey applications for reverse engineering from digitized paper drawings and surface inspection. ",1
"Assyst/Bullmer, Inc. Product development management software for the apparel, retail and other textile-related industries. pdm.assyst software includes merchandize calendar management and workflow, libraries, versioning, security permissions, quality control modules, and product classification. ",1
"TECOM Bluetooth USB adapter, embedded Bluetooth module, access point. Also solutions for 802.11b, ADSL and GPRS. ",5
Adobe Flash Create vector graphics for the Web. ,16
"R&amp;R Drummond, Inc. The Itemizer generates optimized cutting plans for panel, roll and linear stock. ",1
"Seavus Group Development, outsourcing and project management services. ",2
"Integrity Partners, Inc Provides installation, implementation, services and support for the accounting software industry. Specialized in Microsoft Dynamics GP. Based in New York City. ",4
Sam Ruby: Referrer Spam Weblog entry discussing ongoing problems and solutions. ,9
Iconsultnow Services Computer consulting services offered to home and small office users based in Plymouth Massachusetts. ,4
"Provisions Modular Hardware Distributor of networking products. Includes products offered, online store, how-to's, and contact information. ",5
ValentinesDay-Cards.com Free romantic and colorful wallpapers in 800x600 and 1024x768 resolution. ,16
"Mobilia Fehers Free mobile Java games, Symbian games, ringtones and wallpaper. ",10
Andy's Free Buttons Offering excellent buttons for personal websites. ,7
MCPD Certification A blog that deals with Microsoft certification and gives advice and tips for people taking the exams. ,6
"St. Bernard Software Solutions to filter web, spam, virus and IM threats. ",15
"Jacob, Rob Tufts University. Human-computer interaction, tangible user interfaces, virtual environments, eye-gaze tracking. ",0
"Clockwork, Inc. Huntington Beach, Ca based designers of multi-media for advertising and web. ",11
"Solution Architech Computer tech support, networking and application development services to small business in San Diego. ",4
"Xerion Neural network simulator based on C and Tcl. Made up of C libraries to build networks, and pre-built simulators. ",0
"Knowledge Computers Cisco, CCNA, CCNP, CCIE, Study Guide, Used Routers, switches, Catalyst, Network Equipment. ",5
"IEB Software Offers website and software development, CMS, promotion, and hosting. Located in Northern Ireland. ",9
"IT Works SA Provides security, storage, networking, and system consulting. Located in Luxembourg. ",15
"Fortemps, Philippe Preference modelling ",0
"Currency Updater Software by Christian Fiutak that's updates daily, Currency Updater features currency exchange rates using the time zones application and support emails. ",17
"Artix BroadsWord Voice, fax, email, pager, and SMS message broadcasting system for any type of users notification. ",5
