file_name,text,class,Y
Health_1626804.txt,Jackson Women's Health Organization Clinic offers comprehensive reproductive health care and abortion as late as 16 weeks. ,Reproductive,11
1618605.txt,Being a Nurse Includes views on various aspects of nursing. ,Nursing,6
1603642.txt,"School of Medicine Details of the courses and staff at University of Notre Dame, Fremantle, Western Australia. ",Medicine,4
1618899.txt,"NurseShift.com Offers study tips and test questions for the NCLEX, tutorials, newsletter, and forums. ",Nursing,6
1578997.txt,"The Sober Alcoholic's Stop Smoking Support Page Lots of information on the subject, extensively footnoted. ""Most alcoholics or drug addicts have several addictions, and smoking is the most common other addiction by far. Many alcoholics in recovery do not realize that their cigarette smoking is probably an even greater threat to their health and survival than their drinking was. Did you know that more alcoholics die of diseases related to smoking than of diseases related to drinking?"" ",Addictions,0
1619224.txt,"AboutOmega3.com Offers information and practical advice about fish oil, omega 3, and fatty acids. ",Nutrition,7
1586262.txt,"Columbia Cat Clinic Cats-only veterinary clinic in Columbia, SC. Services offered include surgery, acupuncture, diagnostics, vaccination, grooming and boarding. ",Animal,2
Health_1627046.txt,"Pregnancy Center of Central Iowa Located in Newton. Offers pregnancy tests, peer counsel, referrals, and maternity and baby supplies. ",Reproductive,11
1587461.txt,Companions Animal Hospital Small animal and exotics animal hospital in St. Cloud. Information about the practice and pet care. ,Animal,2
1605132.txt,"Katherine Shaw Bethea Hospital Dixon, IL hospital describes corporate health, occupational medicine, behavioral health, and medical services. Buy gifts for patients online and read the hospital newsletter. ",Medicine,4
Health_1628727.txt,"Summit Place West An Assisted Living Community based upon Christian values and principles located in Indianapolis, IN. ",Senior,12
1623601.txt,"Monkey Mouths Erin Bernett's pediatric clinic in the Dallas / Ft Worth area of Texas. Includes information on the Sound Card System, staff photos and biographies, specialized service information, and contact information. ",Professions,9
1619118.txt,"New York State Dietetic Association Includes nutrition resources, employment openings for dietetic professionals, annual meeting calendar, board of directors, and links. ",Nutrition,7
Health_and_Safety_1624420.txt,"Cobb Island Volunteer Fire Department &amp; EMS Charles County Company 6. Members, photographs and call statistics. ",Public,10
1622640.txt,Windy Roots Birth Services Provides childbirth doula services to women in western Massachusetts. Find details about Kristen Taylor and the services she offers. ,Professions,9
1580211.txt,Zengar Institute - NeuroCare Pro A software program and community specializing in a new area of neurofeedback technology and methods. ,Alternative,1
1584524.txt,"Foot and Mouth Disease: The Pigsite Article with information about symptoms, history, control measures, and photographs of lesions. ",Animal,2
1582553.txt,"Institute of Structural Medicine Catalog, tuition and class schedule information on classes in Twisp. ",Alternative,1
Health_and_Safety_1623777.txt,"Life Education of Florida Provides classes in CPR, Automated External Defibrillators, First Aid, HIV/AIDS, OSHA Bloodborne and Domestic violence. ",Public,10
Health_1627135.txt,"Ithaca Pregnancy Center Located in Ithaca and Cortland. Provides list of services, discusses pregnancy options, and gives information on adoption and abortion. ",Reproductive,11
1612027.txt,"Bariatric Surgery Center of Dallas Provides comprehensive, multi-disciplinary surgical and support services for morbidly obese individuals. Located in Dallas, TX. ",Medicine,4
1578740.txt,"Marijuana Anonymous World Convention Information on the annual event includes registration, schedule and accommodations. ",Addictions,0
1585738.txt,"British Small Animal Veterinary Association Exists to foster high scientific and educational standards of small animal medicine and surgery in practice, teaching and research. Features member area, publications, and animal health information for pet owners. ",Animal,2
Health_1627346.txt,Fertiliteitscentrum Leuven Site contains details of treatments and contact details. ,Reproductive,11
and_Diseases_1593607.txt,"University of Minnesota Medical Center: Labyrinthitis and Vestibular Neuritis Provides information on these conditions, how they occur, the symptoms, diagnosis and treatment. ",Conditions,3
1582554.txt,"BodyMind Academy Massage and Healing Therapy School Massage, Shiatsu, Fitness and Nutrition, Breathwork, Counseling and Hypnotherapy classes in Kirkland. ",Alternative,1
1581147.txt,"Jennifer Kaye Medical intuitive reader based in Mercer Island, Washington. ",Alternative,1
1620460.txt,Bromocriptine and Polio Report on a scientific study on bromocriptine in the treatment of post-polio fatigue. ,Pharmacy,8
1585569.txt,"For Vets Only Includes help wanted, practices and equipment for sale, and positions wanted. ",Animal,2
1609440.txt,"Online Interactive Pathology Laboratory Offers an interactive, case-based approach to learning. ",Medicine,4
1588233.txt,"The Animal Clinic Full-service small animal medical facility in Galveston. Provides information on the practice, services offered, hospital policies and pet advice. ",Animal,2
1587762.txt,"Parkway Animal Hospital List of services, emergency information, and pet care articles. Cary. ",Animal,2
1621104.txt,"Estrogen Replacement Therapy (ERT) Showing the benefits and the risks of taking estrogen replacement therapy, specifying which kind of women should not take ERT. ",Pharmacy,8
1620849.txt,Inapsine Full prescribing information from RxList. ,Pharmacy,8
1619373.txt,Nutri-Facts Online database of food label nutrition facts from the USDA Nutrient Database for Standard Reference. ,Nutrition,7
and_Diseases_1596524.txt,eMedicine - Yersinia Enterocolitica Article by Brooks D Cash. ,Conditions,3
1619403.txt,EverydayHealth - Diet and Nutrition Center Provides basic primers on a variety of nutrition topics. Describes many popular diets in detail. ,Nutrition,7
1618974.txt,"South Beach Diet The official web site of the diet. Features discussions with the author, recipes, nutritional information, and weight tracker tools. ",Nutrition,7
1581468.txt,"Wholistic Health Solutions Learn what the experts say about colon cleansing. Order the BIB Kit, a portable health kit to safely cleanse your colon through bowel irrigation in the comfort and privacy of your home. ",Alternative,1
1582475.txt,"Massage Therapy Institute of Colorado Located in Denver and offering courses for US and international students, with program details, faculty profiles, and application forms. ",Alternative,1
1622654.txt,"Lifes Little Celebrations Birth and portrait photography, doula services and custom invitations and announcements by Robyn Osten, St. Louis, Missouri. ",Professions,9
1618805.txt,"Tri-Service Nursing Research Program Mission to positively influence health outcomes in peacetime, wartime, and operations other than war (US Military). ",Nursing,6
and_Diseases_1599868.txt,"BBC News: Progressive Supranuclear Palsy A closer look at PSP, closely related to Parkinson's disease. ",Conditions,3
1580464.txt,"California Hematology Oncology Medical Group An innovative hematology and oncology center based in Los Angeles, offering both traditional and complementary medicine. ",Alternative,1
1583399.txt,"Lightarian Institute for Global Human Transformation Originator of Lightarian Reiki. Information on sessions or training, remote or in person. Located in Sedona. ",Alternative,1
1579408.txt,"GoodAcupuncture.com Minerva De Lauren offers natural medicine, acupuncture, herbs with locations in Bonita and Beverley Hills. ",Alternative,1
1578629.txt,Serenity Found Serenity Found is an online resource for those seeking help and information on 12 Step Recovery. ,Addictions,0
and_Diseases_1591279.txt,"CaringBridge: Stephanie Journal provides the details of a young daughters daily life with Nasopharyngeal Rhabdomyosarcoma, a type of childhood cancer. Includes news, pictures, and a guest book. ",Conditions,3
Health_and_Safety_1624302.txt,"Elsmere Fire Department Provides an overview, personnel roster, apparatus, scanner frequency, and contact details. ",Public,10
1622397.txt,"California Academy of Audiology Organized for the purpose of promoting the public good by fostering the growth, development, recognition, and status of the profession of audiology and its members. ",Professions,9
1577037.txt,MedicineNet articles on Alcohol Abuse and Alcoholism Two dozen questions and answers on alcoholism and problem drinking. ,Addictions,0
1623023.txt,Sydney Transcription Services Confidential digital and analogue transcription. ,Professions,9
Health_1628666.txt,"San Clemente Villas San Clemente Villas by the Sea, in Orange County was created to provide an Active and Independent Lifestyle by the sea in a resort-like retirement environment. ",Senior,12
1585591.txt,Veterinary Innovations Veterinary compliance consultants helping clinics assess the proportion of their customers that accept and follow through treatment recommendations to help the doctors and technicians give quality recommendations to pet owners. ,Animal,2
1577567.txt,West Central Maryland Find AA meetings and special events. Hot-line number. By West Central Intergroup of Maryland. ,Addictions,0
1577142.txt,Statewide Meeting schedules. How to contact Al-Anon and Allateen service centers around Colorado. ,Addictions,0
Health_1628113.txt,eMedicine Health - Vomiting during Pregnancy Consumer health resource center providing information on the causes and treatment of vomiting during pregnancy. ,Reproductive,11
Health_1627234.txt,"Pregnancy Help Center of West Houston Located in Katy. Pregnancy tests, maternity and infant clothing, adoption counsel and referrals, childbirth and parenting classes, referrals, and abortion recovery counseling. ",Reproductive,11
1623436.txt,Orthopaedic Manual / Manipulative Therapy (OMT) Bringing together Orthopaedic Manual Therapy associations around the world to a central point for relevant courses. ,Professions,9
1586470.txt,"Islands Animal Clinic Full service companion animal hospital located in Gilbert. Includes details of the services offered, the doctors, staff, location and hours and the Islands Pet Resort. ",Animal,2
1621367.txt,Birthcontrol Drug Information RxList - Depo-Provera Acts as a contraceptive or method of birth-control (to prevent an unwanted pregnancy). ,Pharmacy,8
1578176.txt,"Alternatives in Treatment, Inc. An addiction treatment and rehab facility. Includes description of services and contact details. ",Addictions,0
1620309.txt,"Medsafe: Ridaura (auranofin) Consumer drug information from New Zealand Medical Safety Authority. Includes indications, side effects and dosage information. ",Pharmacy,8
Health_1628772.txt,"Park Place Living Centre Assisted Living housing for elderly persons, also providing care for the Dementia and Alzheimer's resident. Licensed 24hr. care. Medication monitoring, meals, activities, pets, and a store. Located in Kalamazoo, MI. ",Senior,12
1622542.txt,Yours Naturally Tucson. Childbirth education and doula services. ,Professions,9
1586877.txt,"Healing Arts Veterinary Center Full service companion animal center located in West Palm Beach. Services offered include digital X-ray, canine rehabilitation, boarding, grooming and day care. ",Animal,2
1618903.txt,"RNexpress Web-based practice tests, tips for passing. ",Nursing,6
and_Diseases_1590108.txt,Capital Area Carcinoid Survivors Patient-run support group for survivors and caregivers in the eastern seaboard region of the U.S. ,Conditions,3
Health_1615951.txt,"Attention Deficit Disorder Collection of articles on topics including medications, personal stories, tips for the workplace, and parents and ADD children. ",Mental,5
and_Diseases_1601275.txt,Asthma Parents Email discussion list for parents to discuss their questions and concerns. [Membership required.] ,Conditions,3
Health_1626621.txt,"RU486Facts.org Information about RU-486 (mifepristone), including effects, side effects, and costs, with emphasis on the negatives. ",Reproductive,11
1618108.txt,"Vanderbilt University, Nashville, TN School of Nursing. OFfers BSN, MSN bridge programs, post-Master's MSN, PhD, MSN/MBA and a variety of nurse practitioner and nurse midwife programs. ",Nursing,6
Health_1628024.txt,"Save Babies Offering information about screening choices, and state requirements. Includes resource library, and links to testing facilities. ",Reproductive,11
1578662.txt,"Institute for Research, Education, and Training in Addictions Focuses on integrating research findings into practice. Workshops, distance learning, online pamphlets and handouts. Intensive training for medical students. ",Addictions,0
Health_and_Safety_1624936.txt,"Dumfries Triangle Volunteer Fire Department Prince William County fire companies 3 and 17. Contains department information, operations, administration, public information, and members. ",Public,10
1581771.txt,"Sciencemedicine University Offering doctor drugless Medicine,Integrated medicine education ",Alternative,1
1578505.txt,"Southern California Treatment Providers Network Networking organization of professionals in the addiction and recovery fields that meets monthly. Addresses topics such as substance abuse, residential treatment, interventions, and current issues. Continuing education units are offered for CAADAC, MFT and LCSW. ",Addictions,0
1583277.txt,"Patricia Busch Sessions in La Habra, California. Provides information on booking a session and client testimonials. ",Alternative,1
1607578.txt,"Cord Blood Review Online review of cord blood and placental blood. Topics include baby cord blood, registry, cryopreservation, and blood banking. ",Medicine,4
Health_1627014.txt,"A Beacon of Hope Women's Center Located in Alpharetta. Offers pregnancy testing, peer counsel, support groups, after-abortion recovery, and parenting classes. ",Reproductive,11
1611571.txt,"Edwin C. Pound, Jr., MD PC Includes an introduction to plastic surgery details on this Atlanta practice which performs transumbilical/trans-umbilical breast augmentation, facelifts, eyelid, nose, and ear surgery. ",Medicine,4
Health_and_Safety_1625665.txt,"Sauvetage Canada Rescue A multi-disciplinary, non-governmental search and rescue organization, that offers educational and operational services with the aim of training individuals to respond effectively in emergency measure situations. Quebec. ",Public,10
1618798.txt,The International Journal of Psychiatric Nursing Research A journal established in 1994 to publish and disseminate psychiatric nursing research worldwide. ,Nursing,6
1586853.txt,"Companion Animal Hospital News, pet health information, and an online form for scheduling appointments. Thonotosassa. ",Animal,2
1604762.txt,"Mobile Infirmary Medical Center Not-for-profit community hospital. Departments and services, community outreach, and visitor's guide. (Mobile) ",Medicine,4
1620301.txt,"MedlinePlus: Atovaquone Features information about dosage, usage, warnings, and side effects. ",Pharmacy,8
Health_1627863.txt,"Birth Defect Research for Children Birth Defect Research for Children (BDRC)provides birth defect information, parent networking, resource referral and news updates on birth defect prevention. BDRC sponsors the National Birth Defect Registry, a project that collects data for birth defect research. ",Reproductive,11
1583824.txt,"Peter Schneider, DVM, PhD Information on holistic equine medicine, summer eczema, homeopathy and energetic healing for Viking horses. ",Animal,2
1621852.txt,Priftin Full prescribing information from RxList. ,Pharmacy,8
and_Diseases_1591401.txt,Ulster Cancer Foundation Offers information about the disease and about the organization's research and services. Located in Northern Ireland. ,Conditions,3
1606544.txt,"Bosley Medical Offers information on male pattern baldness, female hair loss, and treatment options. Numerous locations throughout the USA. ",Medicine,4
and_Diseases_1593799.txt,"IPump Non-profit organization assisting underinsured persons with diabetes medications, supplies, and insulin pumps in the U.S. ",Conditions,3
1579033.txt,The UK National Smoking Cessation Conference For healthcare professionals and specialists looking to treat smokers more effectively. ,Addictions,0
1582021.txt,"The Huna Self Help Shop Serge Kahili King's online catalog. Books, tapes, videos and tools. Princeville, Hawaii. ",Alternative,1
Health_1614504.txt,"Millyard Counseling Private practice of Blair Ambrose, LICSW, located in Manchester, New Hampshire. List of issues treated,and description of approach to treatment. ",Mental,5
Health_1628615.txt,"Gables of Ojai An independent, assisted living and alzheimer's care facility located in Ojai, California. ",Senior,12
Health_1628463.txt,"MedlinePlus: Senior Health Listings on physicians, nutrition, drug trials and caregiver support for seniors. ",Senior,12
1619295.txt,"Vitamin B6 Discussion of function, disease treatment, safety and food sources, from the Linus Pauling Institute. ",Nutrition,7
1621074.txt,Gris Peg Full prescribing information from RxList. ,Pharmacy,8
1623100.txt,"Ohio Friends of Midwives Promotes homebirth, the use of direct-entry professionals, and the model of care. Describes roles, routes to practice and membership information. ",Professions,9
1622558.txt,Birthing Baby Provides frequently asked questions on services in Los Angeles. ,Professions,9
Health_and_Safety_1624078.txt,Anaheim Fire Department Class 1 Fire Department ,Public,10
1618422.txt,"Virginia Board of Nursing Regulates NP, RN, LPN, CNA, CMT education and licensure in Virginia (a compact state). Forms, laws, regulations, online renewal, online license lookup, case decisions; board calendar, reports, contact information. ",Nursing,6
1580713.txt,"John Spencer Ellis Enterprises Lifestyle management, education, hypnotherapy, NLP, fitness and stress reduction. ",Alternative,1
1618314.txt,"The International Nurse Specialist Group/Cystic Fibrosis Includes objectives, constitution, officers, events, meeting archives, and discussion forum. ",Nursing,6
1620137.txt,"MedlinePlus: Alendronate Features information about dosage, usage, warnings, and side effects. ",Pharmacy,8
1619217.txt,"NutraSanus Directory of information on nutritional supplements, herbal supplements and health concerns. ",Nutrition,7
and_Diseases_1598071.txt,"Clubfeet.net Descriptions of procedures, personal stories and surveys. ",Conditions,3
1605700.txt,"Logan Hospital and Care Center A 50 bed acute care facility located in Guthrie. Information on emergency services, clinics, medical staff, and home health. ",Medicine,4
Health_1626994.txt,"Kimberly Home Pregnancy Center Offers pregnancy testing, peer counseling, maternity and baby supplies, child day care, and referrals. Located in Clearwater. ",Reproductive,11
1582749.txt,"The Silent Place A guide to meditation, channeling, and spiritual awakening. Books and accessories are also available. ",Alternative,1
Health_and_Safety_1625417.txt,"Pound Rescue Squad Serving Wise County. Includes activity reports, personnel, apparatus, news, and memorials. ",Public,10
Health_1614463.txt,"Dipoto Counseling Group Multi-provider practice offering services in Kansas City, Missouri. Description of services provided, and brief provider biographies. ",Mental,5
1577085.txt,"Christian Harbor Ministries - Alcoholism Outreach A Christian Ministry for alcoholism and substance abuse recovery using Twelve Step principles. Free MP3 downloads, download MIDI files, and Music Station. Christian teachings and tools. ",Addictions,0
1603623.txt,"University of Miami Leonard M. Miller School of Medicine Information admissions, student services, externships, and residency programs ",Medicine,4
1620861.txt,RxList: Lufyllin Full prescribing information from RxList. ,Pharmacy,8
Health_1627836.txt,"Maternity Care Calendar Supports clinicians providing prenatal care, and as a foundation for education. ",Reproductive,11
Health_1628755.txt,Roland Park Place Continuing care retirement community. ,Senior,12
1584394.txt,Bovine Spongiform Encephalopathy: Mad Cow Disease Factsheet on this condition from the USDA Food Safety and Inspection Service. ,Animal,2
1619054.txt,"Melbourne Dietetic Centre A group of private practice dietitians. Provides one-on-one consultations in several locations around Melbourne, and clinical consulting to aged care facilities and hospitals. Australia. ",Nutrition,7
Health_and_Safety_1626397.txt,"ALPHA - Alaska Public Health Association Public Health professionals in Alaska use the combined strength of scientific knowledge, professional skill, individual commitment, community support, and political will to enable people to achieve their potential to live full, active lives. ",Public,10
1619192.txt,"Medicinal Food News Magazine with articles including minerals, foods, diseases, and food labeling issues. ",Nutrition,7
1622468.txt,"The Holistic Birth trust Foundation Offers training courses for women wanting to work holistically in the areas of menstrual and sexual health, pre-conception care, conscious conception, pregnancy and birth education, breastfeeding and post-partum support and as Doulas. Includes a practitioner listing, news and details about the courses. ",Professions,9
1618339.txt,"British Columbia Nurses' Union Promotes the advancement and welfare of nurses and allied health personnel. Contains news, policies and procedures, publications and vacancies. ",Nursing,6
1618561.txt,"Journal of Advanced Nursing UK based journal covering all aspects of nursing care, nursing education, management and research: publishing research papers, news and books reviews. ",Nursing,6
Health_1627908.txt,"Birthing Beyond Details childbirth, pregnancy, and baby care courses with photos, frequently-asked questions, and testimonials. Greater Kansas City area, Kansas, USA. ",Reproductive,11
1611887.txt,"Bitar Cosmetic Surgery Institute, A multi-location institute with treatments ranging from skin care to cosmetic surgery. George Bitar M.D. is a board certified Northern Virginia plastic surgeon offering services in Virginia, DC, and Maryland. Gives details about the doctor and the procedures. ",Medicine,4
1581678.txt,"Savvy Patients Source of information for alternative and mainstream medicine, including causes, prevention and treatment options for various illnesses and conditions. ",Alternative,1
Health_1615140.txt,"What is it Like to be a Multiple Personality? Article about the etiology of MPD and advertisement for the book, ""As You Desire Me,"" by E.T. Aul. ",Mental,5
and_Diseases_1595003.txt,"Hereditary Hemorrhagic Telangiectasia Foundation International, Inc. Provides patients, families, and doctors with educational information and fosters an exchange of information about the diagnosis and treatment of HHT between patients, physicians, researchers, genetic counselors, agencies, educators, and the general public. ",Conditions,3
Health_1626902.txt,"Heartbeat International - Directory of Pregnancy Centers Most centers provide free pregnancy testing, counseling on abortion alternatives, maternal health and other needs relating to unexpected pregnancy. ",Reproductive,11
and_Diseases_1593737.txt,"Diabetic Ketoacidosis A state of inadequate insulin levels resulting in high blood sugar and accumulation of organic acids and ketones in the blood. Provides the causes, symptoms, and treatment. ",Conditions,3
Health_and_Safety_1626384.txt,American Association of Poison Control Centers Organization of poison centers and interested individuals which provides a forum to promote the reduction of morbidity and mortality from poisonings through public and professional education and scientific research. ,Public,10
1582612.txt,"DSW Services Workshops, sessions, and demonstrations are offered in Indianapolis, Indiana. Information on personal versus professional use. ",Alternative,1
Health_1627212.txt,"Choices Pregnancy Center Located in Moon Township. Offers pregnancy tests, peer counseling, ultrasound, maternity and baby supplies, referrals, and abortion recovery. ",Reproductive,11
1623607.txt,"The Speech Language Learning Center Glenda Locke's Flint, Michigan based clinic serves all ages. Features screenings, individual and summer services, owner biography, links, and contact information. ",Professions,9
1618718.txt,"American Nephrology Nurses Association Established in 1969, the ANNA is open to nurses and other healthcare professionals involved in the care of nephrology patients. Site contains membership information, job postings, legislative news, and journal abstracts. ",Nursing,6
and_Diseases_1590777.txt,Beyond Discovery: Childhood Leukemia Describes how basic research has resulted in therapeutic drugs for use in this disorder. ,Conditions,3
1587899.txt,Veterinary Corner Meeting the health and care needs of pets including swine. Contact information and office hours. Guthrie. ,Animal,2
and_Diseases_1592974.txt,"UlcerativeColitis-Jpouch An email list set up to provide a discussion board for people who are, or have suffered with Ulcerative Colitis, and have or are considering having Pouch surgery. ",Conditions,3
Health_1627914.txt,"Birthsong Containing information, education and resources for childbearing women as well as doula labor assistance for hospital or home births. Online classes and covering, Bay City, Saginaw, and Midland, Michigan, USA ",Reproductive,11
Health_1628622.txt,"Southern California Presbyterian Homes Continuing care retirement communities, residential care facilities for the elderly, assisted living communities, Nursing facilities, adult day health care centers, home care programs and affordable housing communities in California. Floor plans, services and amenities, and contact information for each site. ",Senior,12
1586728.txt,"Kipling Veterinary Hospital and Wellness Center List of services, newsletter, and staff profiles. Lakewood. ",Animal,2
1622912.txt,"Professional Transcription Services Details about PTS, based in Indiana. Includes references, request for service and links. ",Professions,9
1578061.txt,Narconon Drug Rehabilitation Treatment for Addiction &amp; Abuse Located 100 km from Montreal. This residential treatment program offers support for the withdrawal and recovery of those suffering from alcohol and drug dependency. ,Addictions,0
1622052.txt,"Timolol Maleate Information from the RxList, covering dosage, side effects, and other advice about this beta-blocking medication, in both oral and ophthalmic forms. ",Pharmacy,8
1619398.txt,US Food and Drug Administration/CFSAN - Dietary Supplements: Overview Overview of dietary supplements and the FDA's role in regulating this group of foods. ,Nutrition,7
1620554.txt,Cancidas Full prescribing information from RxList. ,Pharmacy,8
1587917.txt,Bear Creek Animal Clinic Hours of operation and contact information. Ashland. ,Animal,2
1618619.txt,Dames' Clinical Nursing Education Webring Includes sites that offer content of educational value. ,Nursing,6
1578885.txt,"Rio Grande Region NA events and meetings in El Paso, Texas. Also includes New Mexico and Durango, Colorado. ",Addictions,0
1619163.txt,"Massachusetts Dietetic Association Offering membership, training, jobs, news and events for the professional and others can locate local dietitians, request a speaker. ",Nutrition,7
1586387.txt,"Valley Animal Hospital and Pet Resort Full-service small animal hospital and pet resort located in Huntsville. Provides information on the veterinary team, services offered, boarding, daycare and the newsletter. ",Animal,2
Health_and_Safety_1625597.txt,"The Lunatick's Fire and EMS Features emergency services and fire information and links, humor, and education. ",Public,10
1619359.txt,"Maine Nutrition Council Coordinates State agencies in nutrition, offering newsletters, scholarships, grants, awards and events. ",Nutrition,7
and_Diseases_1592020.txt,What Causes Mitral Valve Prolapse? Considers the case that magnesium and other nutritional deficiencies leading to defective hyaluronic acid may be a significant factor in MVP and its associated conditions. ,Conditions,3
1586493.txt,"Berryville Veterinary Clinic Provides care for dogs, cats and pocket pets, with a branch office at Shell Knob, MO. Gives details of services offered and hours. ",Animal,2
1577323.txt,"JAMA Big Book Review 1939 Brief 1939 Journal of the American Medical Association critique of Alcoholics Anonymous said that, other than recognition of the seriousness of addiction to alcohol, ""the book has no scientific merit or interest."" ",Addictions,0
1612866.txt,"Children's Hospital of Pittsburgh: Department of Pediatric Neurosurgery Treats children with tumors, spinal deformities, cranial malformations, and epilepsy. ",Medicine,4
1581152.txt,"Center for Bioenergetic Wellness Richard Alexander from Fairfield, Iowa offers allergy elimination using NAET from a distance. ",Alternative,1
1622758.txt,"Birthing Your Way Offers doula and childbirth education services. Includes benefits of having doulas, a class schedule, services and fees, and photos. Serving the Eastside and Seattle, WA areas. ",Professions,9
1586411.txt,"Mt. McKinley Animal Hospital Full-service, small animal hospital at Fairbanks providing wellness, medical, surgical and dental care. Includes details of the services and facilities, the vets, staff, location and hours. ",Animal,2
1581004.txt,Rays of Color Explains how specific colors can help heal and restore well being. ,Alternative,1
1623368.txt,"JDD Physical Therapy Treats fibromyalgia and chronic pain with alternative therapy in Los Angeles, Beverly Hills, and the San Fernando Valley. ",Professions,9
1620021.txt,Mental Health Medications Index Profiles of medications prescribed for mental disorders. ,Pharmacy,8
1585542.txt,Silicon Provet healthcare information article on silicon as an important trace mineral for animals. ,Animal,2
1618762.txt,"Nurses Christian Fellowship International Links Christian nurses around the world. Conference information, member countries, resources and publications. ",Nursing,6
and_Diseases_1596441.txt,Group B Strep Association Offers news and information. ,Conditions,3
Health_1628886.txt,"Elan Gardens Pennsylvania assisted living residence, offers a kosher, senior, residential environment. ",Senior,12
1618652.txt,"Critical Care Paramedic Protocols Includes prehospital medical protocols and standing orders. Site provided courtesy of Bryan E. Bledsoe, DO, FACEP. ",Nursing,6
Health_1628869.txt,"Cedar Sinai Park Information and volunteer opportunities at this facility which offers assisted living, independent living, Alzheimer's and skilled care. ",Senior,12
1611761.txt,Advanced Concepts in Plastic Surgery Drs. Stroup and Windle providing information on cosmetic surgery. Skin care and permanent cosmetics also available from their South Euclid and Chardon locations. ,Medicine,4
and_Diseases_1593696.txt,"Christina's PCOS Pages Includes a journal, discussion board, low carb diet. and treatment information. ",Conditions,3
Health_1628220.txt,"The Zelly Zone Hazel Jeanne Amorsley was born 12/20/99, 9 weeks early, journal and pictures of her life to date. ",Reproductive,11
1622526.txt,"Childbirth Care Doula Services Washington, DC, Virginia, and Maryland area. Labor support doula, prenatal yoga, breastfeeding support, childbirth classes, newborn care, postpartum doula services. ",Professions,9
1623219.txt,Tennessee Occupational Therapy Association The Tennessee O.T. Association is dedicated to providing practitioners and consumers current information about our profession. ,Professions,9
Health_1614173.txt,"Keith A. Kaufman, Ph.D. Private practice in Washington, District of Columbia. Lists services provided, FAQs including sports psychology / mental fitness of athletes, and links to relevant articles authored by the provider. ",Mental,5
1577750.txt,"Washington Area Intergroup Association AA meetings near Washington, DC. (By WAIA intergroup of Alcoholics Anonymous.) ",Addictions,0
1622594.txt,Peaceful Birth Celebrations Palm Beach. Also offers belly casting and photography services. ,Professions,9
Health_and_Safety_1624615.txt,"Bolton Volunteer Fire Company, Inc. Located in the town of Bolton in the Adirondacks, Warren County. Membership information, photos and memorial page included. ",Public,10
Health_1615523.txt,"Error Due to Perspective Personal story, general information and advice for friends and family. ",Mental,5
Health_1614524.txt,"Carolyn Stevenson, LCSW, MDiv Private practice located in Durham, North Carolina. Description of services offered, areas of special interest, including LGBT issues, and brief professional biography. ",Mental,5
Health_1626708.txt,"Tubal Ligation - Pomeroy Technique Illustrations are provided, along with pregnancy rates following reversal. ",Reproductive,11
Health_and_Safety_1625462.txt,"Santa Ana, California CA-1 DMAT team home page. Includes history, DMAT photos, members page and newsletter. ",Public,10
1618473.txt,"Indiana Association of Occupational Health Nurses Includes contact information, calendar, e-mail list, and a jobs page. ",Nursing,6
1585105.txt,"International Society for Equitation Science Not-for-profit organisation aiming to facilitate research into the training and welfare of horses. Provides information on the officers, membership, conferences and links to other organisations. ",Animal,2
Health_and_Safety_1625846.txt,SAR dogs Iceland Association who trains search and rescue dogs for rescue teams all over Iceland and provides dogs to search for missing persons wherever and whenever required. Information and member area. ,Public,10
1585835.txt,"The South African Veterinary Association Provides information on the Association, membership, Community Veterinary Clinics and information for the public on finding a vet and general pet care. ",Animal,2
1577490.txt,"Hardee, Highlands and Polk Counties in Central Florida AA meetings in central Florida. Also has calendar of events and a newsletter. ",Addictions,0
Health_1614059.txt,"Javier Villanueva, Ph.D. San Antonio, Texas practice offering clinical, biofeedback, corporate and team building services. Includes workshops, products and detailed practitioner information. ",Mental,5
1618954.txt,"MyPyramid.gov - United States Department of Agriculture Featuring information on the new food pyramid, its 12 models geared to different people. Also online tools, and dietary guidelines. ",Nutrition,7
Health_1627415.txt,"Barrie Fertility Centre Based in Ontario. Offers controlled ovarian hyperstimulation, IUI and Donor services. Site includes contact details. ",Reproductive,11
1604755.txt,"American Hospital Directory Provides online information for nearly 6,000 hospitals. The database is built from federal files and AHA Annual Survey Data from the American Hospital Association. ",Medicine,4
1621469.txt,Minocin Full prescribing information from RxList. ,Pharmacy,8
1585706.txt,"University of Missouri College of Veterinary Medicine Includes research, student information, departments, admissions, extension, and teaching hospital. ",Animal,2
1620051.txt,"TostePharmD.net Information on pharmacy, medicine and health topics for the professional and consumer. ",Pharmacy,8
1605233.txt,"Central Community Hospital. Contains CEO's message, staff directory, events, information for visitors and patients, news, and details of services provided. Located in Elkader. ",Medicine,4
1617936.txt,"University of Teesside School of Health and Social Care. Includes list of programs, courses, events, and newsletter. ",Nursing,6
Health_and_Safety_1625469.txt,"MCG Dept. of Emergency Medicine and Emergency Medical Services Medical College of Georgia offers EMS, Critical Care Emergency Medical Transport Program (CCEMTP), and EMS training programs. ",Public,10
1577963.txt,"Round Lake Treatment Centre Located near Vernon. A residential treatment centre for alcohol and drug treatment, specializing in First Nations culture and Holistic healing methods. Program details, FAQs, admission criteria and upcoming admission dates. ",Addictions,0
and_Diseases_1589387.txt,"Allergy Society of South Africa : ALLSA Information for medical health care professionals, allergic patients, and the public at large. ",Conditions,3
